land,date,election,institut,auftraggeber,methode,befragte,zeitraum,CDU/CSU,SPD,GRÜNE,FDP,LINKE,AfD,BSW,FW,PIRATEN,SSW,NPD,BIW,Sonstige,weitere
bayern,1998-09-06,0,Polis,FOCUS,1.010 27.08.–01.09.,,,50,33,6,3,,,,3,,,,,2,REP=3
bayern,1998-09-11,0,Forsa,RTL,,,,49,34,5,2,,,,3,,,,,3,REP=4
bayern,1998-09-13,1,,,,,,52.9,28.7,5.7,1.7,,,,3.7,,,,,1.9,REP=3.6;ödp=1.8
bayern,1999-08-04,0,Infratest dimap,Bayerischer Rundfunk,August 1999,,,60,24,5,2,,,,,,,,,6,Rechte=3
bayern,2000-01-12,0,Infratest dimap,Bayerischer Rundfunk,1.000 03.01.–07.01,,,60,25,5,1,,,,,,,,,6,Rechte=3
bayern,2000-07-10,0,Infratest dimap,Bayerischer Rundfunk,1.000 26.06.–01.07.,,,57,27,6,3,,,,,,,,,5,Rechte=2
bayern,2001-01-10,0,Infratest dimap,Bayerischer Rundfunk,1.000 03.01.–06.01.,,,54,28,7,4,,,,,,,,,5,Rechte=2
bayern,2001-07-18,0,Infratest dimap,Bayerischer Rundfunk,1.000 09.07.–13.07.,,,54,29,7,3,,,,,,,,,5,Rechte=2
bayern,2002-01-18,0,Infratest dimap,Bayerischer Rundfunk,1.000 07.01.–12.01.,,,56,27,6,4,,,,,,,,,5,Rechte=2
bayern,2002-04-10,0,Infratest dimap,Bayerischer Rundfunk,1.000 03.04.–07.04.,,,55,28,5,4,,,,,,,,,6,Rechte=2
bayern,2002-08-07,0,Infratest dimap,Bayerischer Rundfunk,1.000 31.07.–04.08.,,,57,26,5,5,,,,,,,,,7,
bayern,2003-01-08,0,Infratest dimap,Bayerischer Rundfunk,1.000 02.01.–05.01.,,,61,24,7,3,,,,,,,,,5,
bayern,2003-05-21,0,Infratest dimap,Bayerischer Rundfunk,1.000 14.05.–18.05.,,,60,22,8,4,,,,,,,,,6,
bayern,2003-07-16,0,Forsa,Stern,1.266 01.07.–11.07.,,,59,24,8,3,,,,,,,,,6,
bayern,2003-08-13,0,Forsa,Stern,1.001 04.08.–08.08.,,,61,21,8,3,,,,,,,,,7,
bayern,2003-09-05,0,Forschungsgruppe Wahlen,ZDF,1.033 01.09.–04.09.,,,60,22,8,3,,,,4,,,,,3,
bayern,2003-09-09,0,Forsa,Stern,1.006 01.09.–05.09.,,,61,20,8,4,,,,,,,,,7,
bayern,2003-09-11,0,Infratest dimap,Bayerischer Rundfunk,1.000 06.09.–10.09.,,,59,20,8,4,,,,4,,,,,5,
bayern,2003-09-21,1,,,,,,60.7,19.6,7.7,2.6,,,,4,,,,,1.2,REP=2.2;ödp=2
bayern,2004-01-07,0,Infratest dimap,Bayerischer Rundfunk,1.000 02.01.–05.01.,,,62,19,9,3,,,,,,,,,7,
bayern,2004-07-28,0,Infratest dimap,Bayerischer Rundfunk,1.000 21.07.–25.07.,,,58,17,12,5,,,,,,,,,8,
bayern,2005-01-12,0,Infratest dimap,Bayerischer Rundfunk,1.000 05.01.–09.01.,,,56,22,10,5,,,,,,,,,7,
bayern,2005-07-27,0,Infratest dimap,Bayerischer Rundfunk,1.000 21.07.–24.07.,,,59,18,9,4,4,,,,,,,,6,
bayern,2005-11-09,0,Forsa,Abendzeitung,1.001 04.11.–07.11.,,,49,21,9,9,4,,,,,,,,5,Rechte=3
bayern,2005-11-17,0,Infratest dimap,Bayerischer Rundfunk,1.000 15.11.–16.11.,,,45,24,10,11,3,,,,,,,,7,
bayern,2006-01-02,0,GMS,Sat.1 Bayern,1.001 17.12.–21.12.,,,56,22,7,4,2,,,4,,,,,2,ödp=1;Rechte=2
bayern,2006-01-10,0,Peinelt,Süddeutsche Zeitung,1.067 17.11.–09.12.,,,45.9,21.5,8.6,11.8,,,,4.2,,,,,3.7,REP=4.3
bayern,2006-01-14,0,Forsa,n-tv,1.114 04.01.–11.01.,,,49,24,10,6,,,,,,,,,5,Rechte=3
bayern,2006-01-18,0,Infratest dimap,Bayerischer Rundfunk,1.000 12.01.–15.01.,,,53,22,10,7,,,,2,,,,,4,
bayern,2006-02-28,0,Forsa,Abendzeitung,1.003 22.02.–24.02.,,,52,21,9,6,3,,,4,,,,,5,
bayern,2006-05-18,0,Forsa,Abendzeitung,1.002 12.05.–17.05.,,,52,18,9,10,3,,,3,,,,,5,
bayern,2006-05-27,0,Emnid,FOCUS,1.000 20.04.–09.05.,,,53,23,9,5,,,,,,,,,10,
bayern,2006-06-19,0,GMS,Sat.1 Bayern,1.002 09.06.–14.06.,,,54,18,11,8,2.5,,,2,,,,,4.5,
bayern,2006-07-13,0,Forsa,"n-tv, Abendzeitung",1.004 03.07.–12.07.,,,56,16,10,6,4,,,3,,,,,5,
bayern,2006-09-07,0,Forsa,"n-tv, Abendzeitung",1.005 29.08.–05.09.,,,58,16,10,6,3,,,,,,,,7,
bayern,2006-10-04,0,Infratest dimap,Bayerischer Rundfunk,1.000 28.09.–01.10.,,,49,24,10,8,1,,,2,,,,,6,
bayern,2006-10-05,0,Forsa,"n-tv, Abendzeitung",1.006 18.09.–04.10.,,,54,18,9,8,3,,,2,,,,,6,
bayern,2006-10-12,0,GMS,Sat.1 Bayern,1.002 06.10.–08.10.,,,53,22,8,8,3,,,3,,,,,1,ödp=1;Rechte=1
bayern,2006-11-09,0,Forsa,"n-tv, Abendzeitung",1.004 23.10.–07.11.,,,54,19,9,7,3,,,2,,,,,6,
bayern,2006-12-06,0,Forsa,"n-tv, Abendzeitung",1.026 24.11.–05.12.,,,56,17,10,5,4,,,2,,,,,6,
bayern,2006-12-28,0,GMS,Sat.1 Bayern,1.006 18.12.–23.12.,,,54,20,10,8,2,,,2,,,,,1,ödp=2;Rechte=1
bayern,2007-01-03,0,Forsa,"n-tv, stern",1.009 27.12.–29.12.,,,54,18,9,5,4,,,3,,,,,7,
bayern,2007-01-07,0,Infratest dimap,ARD,1.000 03.01.–04.01.,,,54,22,9,7,,,,,,,,,8,
bayern,2007-01-13,0,Forschungsgruppe Wahlen **,ZDF,1.142 12.01.–13.01.,,,45,27,10,9,,,,,,,,,9,
bayern,2007-01-15,0,Forsa,stern,1.007 10.01.–12.01.,,,49,22,9,6,4,,,3,,,,,7,
bayern,2007-01-15,0,Infratest dimap,ARD,1.000 15.01.,,,50,24,11,8,,,,,,,,,7,
bayern,2007-01-21,0,Infratest dimap,ARD,1.000 19.01.–20.01.,,,52,24,9,7,,,,,,,,,8,
bayern,2007-01-26,0,GMS,Sat.1 Bayern,1.011 22.01.–25.01.,,,52,22,9,7,2,,,4,,,,,1,ödp=2;Rechte=1
bayern,2007-03-01,0,Forsa,"n-tv, Abendzeitung",1.002 15.02.–26.02.,,,53,19,9,6,3,,,3,,,,,7,
bayern,2007-03-09,0,GMS,Sat.1 Bayern,1.012 05.03.–08.03.,,,53,20,9,7,2,,,4,,,,,3,ödp=1;Rechte=1
bayern,2007-03-28,0,Infratest dimap,Bayerischer Rundfunk,1.002 22.03.–25.03.,,,53,23,10,6,2,,,2,,,,,4,
bayern,2007-04-05,0,Forsa,"n-tv, Abendzeitung",1.012 19.03.–02.04.,,,54,20,9,4,3,,,3,,,,,7,
bayern,2007-05-10,0,Forsa,"n-tv, Abendzeitung",1.036 25.04.–08.05.,,,56,17,9,6,3,,,3,,,,,6,
bayern,2007-06-20,0,GMS,Sat.1 Bayern,1.010 13.06.–18.06.,,,54,18,9,8,3,,,4,,,,,4,
bayern,2007-06-21,0,Forsa,"stern, Abendzeitung",1.001 04.06.–14.06.,,,56,16,9,6,3,,,3,,,,,7,
bayern,2007-07-23,0,dimap,CSU,1.000 13.07.–19.07.,,,58,18,11,4,4,,,,,,,,5,
bayern,2007-07-24,0,TNS Infratest,SPD- Landesverband,1.000 17.07.–19.07.,,,54,22,11,5,3,,,,,,,,5,
bayern,2007-08-02,0,Forsa,"n-tv, Abendzeitung",1.002 18.07.–30.07.,,,58,17,9,4,3,,,3,,,,,6,
bayern,2007-09-21,0,Forsa,"n-tv, Abendzeitung",1.003 29.08.–17.09.,,,57,19,9,4,3,,,2,,,,,6,
bayern,2007-09-24,0,mifm München,Antenne Bayern,1.003 07.09.–15.09.,,,53,17,10,7,3,,,3,,,,,1.5,REP=2.3;ödp=1.7;BP=1.1
bayern,2007-09-27,0,Forschungsgruppe Wahlen **,ZDF,1.143 24.09.–26.09.,,,56,22,9,4,3,,,4,,,,,2,
bayern,2007-10-22,0,GMS,Sat.1 Bayern,1.001 21.10.–22.10.,,,54,23,10,4,3,,,3,,,,,1,ödp=1;Rechte=1
bayern,2007-11-14,0,mifm München,Antenne Bayern,1.000 29.10.–07.11.,,,53.8,19.1,9.9,7,3.2,,,1.7,,,,,5.3,
bayern,2007-11-29,0,Forsa,"n-tv, Abendzeitung",1.002 05.11.–27.11.,,,56,17,9,4,4,,,3,,,,,7,
bayern,2008-01-04,0,GMS,Sat.1 Bayern,1.004 02.01.–03.01.,,,56,21,9,4,3,,,3,,,,,2,ödp=1;Rechte=1
bayern,2008-01-05,0,Emnid,Bild am Sonntag,800 10.12.–02.01.,,,54,20,10,6,4,,,,,,,,6,
bayern,2008-01-09,0,Infratest dimap,Bayerischer Rundfunk,1.000 03.01.–07.01.,,,52,21,10,6,3,,,2,,,,,6,
bayern,2008-02-15,0,mifm München,Antenne Bayern,1.000 31.01.–07.02.,,,50,20,11,7,3,,,4,,,,,5,
bayern,2008-03-02,0,Emnid,Bild am Sonntag,~500 13.02.–27.02.,,,51,19,11,6,4,,,3,,,,,6,
bayern,2008-04-07,0,GMS,Sat.1 Bayern,1.512 31.03.–06.04.,,,50,21,10,5,4,,,4,,,,,6,
bayern,2008-04-19,0,GMS,Sat.1 Bayern,1.010 08.04.–14.04.,,,51,20,10,6,4,,,4,,,,,4,ödp=1
bayern,2008-04-25,0,mifm München,Antenne Bayern,1.001 04.04.–14.04.,,,40,19,12,11,4,,,11,,,,,3,
bayern,2008-05-01,0,Infratest dimap,ARD,1.000 28.04.-30.04.,,,48,23,10,6,4,,,5,,,,,4,
bayern,2008-06-05,0,GMS,Sat.1 Bayern,1.009 02.06.–04.06.,,,49,20,9,5,5,,,5,,,,,3,ödp=2;Rechte=2
bayern,2008-07-10,0,GMS,Sat.1 Bayern,1.006 08.07.–09.07.,,,50,20,8,5,5,,,4,,,,,4,ödp=2;Rechte=2
bayern,2008-07-11,0,TNS Infratest,Agentur BUTTER,1.000 03.07.–08.07.,,,48,21,11,8,4,,,5,,,,,3,
bayern,2008-07-19,0,Emnid,Bild am Sonntag,~500 23.06.–17.07.,,,51,19,9,7,5,,,,,,,,7,Rechte=2
bayern,2008-07-30,0,Infratest dimap,Bayerischer Rundfunk,1.000 24.07.–28.07.,,,48,22,9,8,4,,,5,,,,,4,
bayern,2008-08-01,0,Forschungsgruppe Wahlen,ZDF,1.038 28.07.–30.07.,,,50,20,9,6,4,,,7,,,,,4,
bayern,2008-09-09,0,GMS,Sat.1 Bayern,1.006 05.09.–08.09.,,,49,19,11,7,4,,,5,,,,,2,ödp=2;Rechte=1
bayern,2008-09-17,0,Forsa,"Antenne Bayern, stern",1.101 08.09.–12.09.,,,50,19,9,6,4,,,8,,,,,4,
bayern,2008-09-18,0,Infratest dimap,ARD,1.000 15.09.–17.09.,,,47,21,9,8,4,,,7,,,,,4,
bayern,2008-09-19,0,Forschungsgruppe Wahlen,ZDF,1.105 16.09.–18.09.,,,47,20,8,9,4,,,8,,,,,4,
bayern,2008-09-22,0,GMS,Sat.1 Bayern,1.010 20.09.–21.09.,,,48,19,10,7,4,,,7,,,,,3,ödp=1;Rechte=1
bayern,2008-09-23,0,Emnid,Quelle: Münch- ner Merkur,1.010 10.09.–18.09.,,,49,20,8,8,5,,,7,,,,,3,
bayern,2008-09-28,1,,,,,,43.4,18.6,9.4,8,4.3,,,10.2,,,,,2.7,ödp=2;REP=1.4
bayern,2009-01-07,0,GMS,Sat.1 Bayern,1.002 04.01.–05.01.,,,45,19,10,8,4,,,8,,,,,6,
bayern,2009-01-14,0,Infratest dimap,Bayerischer Rundfunk,1.000 08.01.–11.01.,,,45,17,11,10,3,,,10,,,,,4,
bayern,2010-01-13,0,Infratest dimap,Bayerischer Rundfunk,1.001 07.01.–12.01.,,,41,17,15,11,5,,,6,,,,,5,
bayern,2011-01-04,0,Emnid,Bild,1.001 10.12.–30.12.,,,45,18,16,5,5,,,6,,,,,5,
bayern,2011-01-12,0,Infratest dimap,Bayerischer Rundfunk,1.000 06.01.–10.01.,,,46,17,17,6,4,,,4,1,,,,5,
bayern,2011-01-19,0,Forsa,stern,1.048 04.01.–14.01.,,,40,16,20,4,4,,,10,,,,,6,
bayern,2011-03-20,0,Emnid,Focus,1.000 11.03.–17.03.,,,46,17,17,4,4,,,7,,,,,5,
bayern,2011-06-10,0,Emnid,CSU,1.000 06.06.–08.06.,,,45,15,20,4,4,,,8,,,,,4,
bayern,2011-06-10,0,GMS,Sat.1 Bayern,1.002 06.06.–08.06.,,,42,19,18,4,4,,,6,,,,,7,
bayern,2011-08-31,0,Forsa,stern,1.007 15.08.–26.08.,,,41,21,16,3,4,,,10,,,,,5,
bayern,2011-09-06,0,Emnid,CSU,1.000 31.08.–01.09.,,,44,18,18,4,,,,9,,,,,,
bayern,2011-09-25,0,Emnid,Focus,??.09.–??.09.,,,43,20,17,2,3,,,9,,,,,6,
bayern,2011-12-11,0,Forsa,Bayernpartei,1.002 26.10.–25.11.,,,41,24,10,3,3,,,9,6,,,,3,BP=1
bayern,2011-12-21,0,Emnid,CSU,1.000 ??.12.–??.12.,,,44,21,13,2,2,,,9,5,,,,,
bayern,2012-01-04,0,GMS,Sat.1 Bayern,1.002 30.12.–03.01.,,,42,22,12,2,2,,,9,5,,,,6,
bayern,2012-01-04,0,Infratest dimap,Bayerischer Rundfunk,1.000 02.01.–03.01.,,,44,21,14,3,2,,,8,4,,,,4,
bayern,2012-03-24,0,Emnid,Focus,T,1001,15.03.–20.03.,46,20,13,2,2,,,8,5,,,,4,
bayern,2012-04-20,0,Emnid,CSU,T,1000,16.04.–18.04.,46,20,12,2,2,,,7,8,,,,3,
bayern,2012-06-24,0,Emnid,Focus,T,1000,20.06.–21.06.,44,22,13,3,1,,,6,7,,,,4,
bayern,2012-07-04,0,Forsa,stern,T,1150,21.06.–29.06.,43,23,11,2,2,,,9,6,,,,4,
bayern,2012-07-17,0,GMS,vbw,T,1000,,47,19,10,4,,,,,,,,,,
bayern,2012-08-13,0,Emnid,CSU,T,1000,27.07.–30.07.,46,20,12,3,2,,,8,6,,,,3,
bayern,2012-09-18,0,Emnid,CSU,T,,,47,21,10,3,2,,,9,5,,,,3,
bayern,2012-10-14,0,Emnid,Focus,T,1001,26.09.–10.10.,48,21,10,4,2,,,8,4,,,,3,
bayern,2012-10-19,0,GMS,Sat.1 Bayern,T,1007,16.10.–18.10.,48,20,10,5,2,,,8,4,,,,3,
bayern,2012-11-20,0,GMS,vbw,T,,22.10.–30.10.,48,20,10,5,2,,,8,4,,,,,
bayern,2012-12-15,0,GMS,CSU,T,1100,04.12.–07.12.,49,22,10,4,,,,8,4,,,,,
bayern,2013-01-09,0,Infratest dimap,Bayerischer Rundfunk,T,1000,03.01.–07.01.,47,19,14,3,2,,,9,3,,,,3,
bayern,2013-01-10,0,Forsa,stern,T,1119,17.12.–08.01.,46,18,13,3,4,,,9,2,,,,5,
bayern,2013-01-15,0,Emnid,CSU,T,,,48,20,12,3,3,,,8,3,,,,,
bayern,2013-02-10,0,Emnid,CSU,T,1001,05.02.–07.02.,48,20,12,3,2,,,9,3,,,,,
bayern,2013-02-12,0,TNS Infratest,GRÜNE LV,T,1001,28.01.–06.02.,46,19,15,3,2,,,8,3,,,,4,
bayern,2013-03-06,0,GMS,vbw,T,1004,04.02.–15.02.,48,21,12,3,3,,,8,2,,,,,
bayern,2013-04-22,0,INSA,Bild,T,1005,15.04.–17.04.,49,18,16,2,2,,,9,,,,,4,
bayern,2013-05-02,0,GMS,Sat.1 Bayern,T,1008,28.04.–30.04.,47,20,13,3,2,,,8,2,,,,5,
bayern,2013-05-28,0,Forsa,stern,T,1102,08.05.–23.05.,46,20,12,4,3,,,9,2,,,,5,
bayern,2013-06-11,0,GMS,Sat.1 Bayern,T,1309,03.06.–10.06.,46,20,11,4,3,,,9,2,,,,5,
bayern,2013-06-14,0,Forschungsgruppe Wahlen,Süddeutsche Zeitung,T,1009,10.06.–12.06.,46,20,13,4,,,,10,,,,,7,
bayern,2013-07-10,0,Emnid,CSU,T,1000,04.07.–06.07.,47,19,11,5,3,1,,9,3,,,,2,
bayern,2013-07-11,0,GMS,Sat.1 Bayern,T,1007,08.07.–10.07.,47,19,11,5,2,,,10,2,,,,4,
bayern,2013-07-17,0,Infratest dimap,Bayerischer Rundfunk,T,1004,11.07.–15.07.,47,18,15,3,3,,,8,,,,,6,
bayern,2013-08-28,0,Emnid,CSU,T,1000,23.08.–24.08.,48,18,13,4,3,,,8,3,,,,3,
bayern,2013-09-03,0,GMS,Sat.1 Bayern,T,1009,30.08.–02.09.,47,18,13,5,3,,,8,2,,,,4,
bayern,2013-09-05,0,Infratest dimap,ARD,T,1006,03.09.–05.09.,47,21,11,3,3,,,7,,,,,8,
bayern,2013-09-06,0,Forschungsgruppe Wahlen,ZDF,T,1010,03.09.–05.09.,48,20,10,4,,,,8,,,,,10,
bayern,2013-09-12,0,Emnid,N24,T,1000,04.09.–05.09.,47,18,12,4,4,,,8,3,,,,4,
bayern,2013-09-15,1,,,,,,47.7,20.6,8.6,3.3,2.1,,,9,2,,,,2.6,BP=2.1;ödp=2
bayern,2014-01-15,0,Infratest dimap,Bayerischer Rundfunk,T,1004,09.01.–13.01.,49,19,10,4,2,,,9,,,,,7,
bayern,2014-03-16,0,Infratest dimap,Bayerischer Rundfunk,T,1002,10.03.–12.03.,46,18,11,,,,,12,,,,,13,
bayern,2014-11-13,0,Emnid,Emnid,T,2114,01.10.–04.11.,48,18,9,2,2,5,,9,,,,,7,
bayern,2014-12-03,0,GMS,? (Quelle: PNP),T,20001111,,49,18,9,2,2,5,,7,,,,,,
bayern,2015-01-12,0,pollytix,SPD- Landesverband,O,1700,13.11.–23.11.,47,20,10,2,3,6,,8,,,,,4,
bayern,2015-01-14,0,Infratest dimap,Bayerischer Rundfunk,T,1004,08.01.–12.01.,46,19,9,3,3,4,,10,,,,,6,
bayern,2015-04-08,0,Forsa,stern,T,1266,19.03.–31.03.,47,19,11,3,2,4,,7,,,,,7,
bayern,2015-04-16,0,GMS,Sat.1 Bayern,T,1016,09.04.–15.04.,48,19,10,4,2,4,,7,,,,,6,
bayern,2015-05-15,0,GMS,Sat.1 Bayern,T,1008,07.05.–13.05.,48,18,10,4,,5,,7,,,,,8,
bayern,2015-06-19,0,INSA,BILD,O,651,05.06.–15.06.,46,20,8,4,3,4,,8,,,,,7,
bayern,2015-06-25,0,GMS,Sat.1 Bayern,T,1012,18.06.–24.06.,48,19,9,5,2,4,,7,,,,,6,
bayern,2015-07-23,0,GMS,Sat.1 Bayern,T,1011,16.07.–22.07.,47,20,10,5,,2,,6,,,,,10,
bayern,2015-09-17,0,GMS,Sat.1 Bayern,T,1007,10.09.–16.09.,49,20,10,5,,2,,6,,,,,8,
bayern,2015-10-07,0,Forsa,stern,T,1007,23.09.–02.10.,43,19,11,4,3,6,,5,,,,,9,
bayern,2015-10-08,0,GMS,Sat.1 Bayern,T,1019,01.10.–07.10.,46,18,12,6,,5,,6,,,,,7,
bayern,2015-11-19,0,GMS,Sat.1 Bayern,T,1016,12.11.–18.11.,46,18,11,4,3,8,,5,,,,,5,
bayern,2016-01-04,0,GMS,Sat.1 Bayern,T,1019,28.12.–03.01.,45,19,10,4,3,7,,6,,,,,6,
bayern,2016-01-13,0,Infratest dimap,Bayerischer Rundfunk,T,1000,07.01.–11.01.,47,16,12,3,3,8,,5,,,,,6,
bayern,2016-02-18,0,GMS,Sat.1 Bayern,T,1010,12.02.–17.02.,46,17,11,4,2,9,,5,,,,,6,
bayern,2016-03-17,0,GMS,Sat.1 Bayern,T,1015,14.03.–16.03.,48,16,11,5,2,9,,5,,,,,4,
bayern,2016-04-21,0,GMS,Sat.1 Bayern,T,1018,15.04.–19.04.,48,16,10,5,2,9,,6,,,,,4,
bayern,2016-06-02,0,GMS,Sat.1 Bayern,T,1021,27.05.–01.06.,48,17,10,5,2,8,,6,,,,,4,
bayern,2016-06-08,0,Forsa,stern,T,1010,23.05.–03.06.,40,16,14,4,3,10,,6,,,,,7,
bayern,2016-06-14,0,INSA,Cicero,T,1698,17.05.–08.06.,47.5,17.5,11.5,3.5,3.5,7,,4.5,,,,,5,
bayern,2016-07-14,0,GMS,Sat.1 Bayern,T,1015,08.07.–13.07.,47,17,11,5,2,7,,6,,,,,5,
bayern,2016-07-17,0,Infratest dimap,ARD,T,1000,11.07.–14.07.,45,17,13,4,,9,,5,,,,,7,
bayern,2016-07-20,0,Forsa,stern,T,1008,04.07.–15.07.,43,16,14,4,3,8,,6,,,,,6,
bayern,2016-09-15,0,GMS,Sat.1 Bayern,T,1015,09.09.–14.09.,45,18,12,5,2,9,,5,,,,,4,
bayern,2016-10-13,0,GMS,Sat.1 Bayern,T,1013,07.10.–12.10.,45,19,10,5,2,9,,6,,,,,4,
bayern,2016-11-03,0,GMS,Sat.1 Bayern,T,1005,27.10.–02.11.,44,18,10,6,2,9,,6,,,,,5,
bayern,2017-01-11,0,Infratest dimap,Bayerischer Rundfunk,T,1001,04.01.–09.01.,45,14,13,4,3,10,,7,,,,,4,
bayern,2017-10-19,0,GMS,Sat.1 Bayern,T,1004,13.10.–18.10.,41,15,11,7,3,13,,6,,,,,4,
bayern,2017-11-05,0,INSA,BILD,TOM,1033,02.11.–03.11.,37,17,10,8,4,13,,8,,,,,3,
bayern,2017-11-10,0,Forsa,"RTL, n-tv",T,1017,06.11.–09.11.,38,17,11,9,4,11,,7,,,,,3,
bayern,2017-11-30,0,GMS,Sat.1 Bayern,T,1006,27.11.–29.11.,37,15,10,8,3,14,,7,,,,,6,
bayern,2017-12-13,0,INSA,BILD,TOM,1003,12.12.–13.12.,40,15,12,7,4,12,,7,,,,,3,
bayern,2018-01-02,0,GMS,Sat.1 Bayern,T,1007,27.12.–01.01.,39,15,10,7,3,12,,7,,,,,7,
bayern,2018-01-10,0,Infratest dimap,Bayerischer Rundfunk,T,1002,03.01.–08.01.,40,16,14,5,3,10,,7,,,,,5,
bayern,2018-02-12,0,GMS,Sat.1 Bayern,T,1510,01.02.–09.02.,40,15,11,6,3,12,,6,,,,,7,
bayern,2018-02-25,0,Forsa,RTL/n-tv,T,1027,08.02.–22.02.,42,14,14,6,3,10,,7,,,,,4,
bayern,2018-03-22,0,GMS,Sat.1 Bayern,T,1004,16.03.–21.03.,43,15,11,6,3,12,,6,,,,,4,
bayern,2018-04-21,0,INSA,BILD,O,1005,17.04.–20.04.,42,13,13,7,3,13,,6,,,,,3,
bayern,2018-04-27,0,GMS,Sat.1 Bayern,T,1002,20.04.–26.04.,44,14,11,5,3,12,,6,,,,,5,
bayern,2018-05-02,0,Infratest dimap,Bayerischer Rundfunk,T,1002,22.04.–27.04.,41,12,14,6,3,12,,7,,,,,5,
bayern,2018-05-17,0,GMS,Sat.1 Bayern,T,1005,11.05.–16.05.,42,13,12,5,2,13,,7,,,,,6,
bayern,2018-06-25,0,Forsa,RTL/n-tv,T,1033,21.06.–22.06.,40,13,14,5,3,13,,8,,,,,4,
bayern,2018-06-27,0,INSA,BILD,TOM,1231,25.06.–27.06.,41,13,13,5,3,14,,6,,,,,5,
bayern,2018-07-09,0,Forsa,RTL/n-tv,T,1003,04.07.–06.07.,38,12,15,6,3,14,,8,,,,,4,
bayern,2018-07-12,0,GMS,Sat.1 Bayern,T,1007,05.07.–11.07.,39,12,14,6,3,14,,7,,,,,5,
bayern,2018-07-18,0,Infratest dimap,Bayerischer Rundfunk,T,1003,11.07.–16.07.,38,13,16,5,4,12,,9,,,,,3,
bayern,2018-08-01,0,GMS,Sat.1 Bayern,T,1004,25.07.–31.07.,39,12,14,6,3,13,,8,,,,,5,
bayern,2018-08-13,0,Forsa,RTL/n-tv,T,1105,25.07.–09.08.,37,12,17,5,4,13,,8,,,,,4,
bayern,2018-08-28,0,INSA,BILD,TOM,1033,23.08.–27.08.,36,13,15,6,3,14,,8,,,,,5,
bayern,2018-09-10,0,GMS,Sat.1 Bayern,T,1006,04.09.–10.09.,36,12,16,6,4,14,,7,,,,,5,
bayern,2018-09-12,0,Infratest dimap,Bayerischer Rundfunk,T,1000,05.09.–10.09.,35,11,17,5,5,11,,11,,,,,5,
bayern,2018-09-21,0,Forschungsgruppe Wahlen,ZDF,T,1114,17.09.–19.09.,35,13,18,5,4,10,,11,,,,,4,
bayern,2018-09-26,0,INSA,BILD,TOM,1064,21.09.–25.09.,34,11,17,6,4,14,,10,,,,,4,
bayern,2018-09-27,0,GMS,Sat.1 Bayern,T,1004,20.09.–26.09.,35,13,16,5,4,12,,10,,,,,5,
bayern,2018-10-04,0,Infratest dimap,ARD,T,1002,01.10.–02.10.,33,11,18,6,4.5,10,,11,,,,,6.5,
bayern,2018-10-05,0,Forschungsgruppe Wahlen,ZDF,T,1122,01.10.–04.10.,35,12,18,5.5,4.5,10,,10,,,,,5,
bayern,2018-10-09,0,INSA,BILD,TOM,1707,02.10.–08.10.,33,10,18,5.5,4.5,14,,11,,,,,4,
bayern,2018-10-11,0,Forschungsgruppe Wahlen,ZDF,T,1075,10.10.–11.10.,34,12,19,5.5,4,10,,10,,,,,5.5,
bayern,2018-10-14,1,,,,,,37.2,9.7,17.6,5.1,3.2,10.2,,11.6,,,,,5.4,
bayern,2019-01-03,0,GMS,Sat.1 Bayern,T,1003,27.12.–02.01.,38,9,18,5,4,10,,11,,,,,5,
bayern,2019-01-09,0,Infratest dimap,BR,T,1003,03.01.–07.01.,35,9,21,6,3,8,,13,,,,,5,
bayern,2019-01-28,0,Forsa,RTL/n-tv,T,1003,22.01.–25.01.,38,6,23,5,3,8,,12,,,,,5,
bayern,2019-06-25,0,GMS,Sat.1 Bayern,T,1005,18.06.–24.06.,37,8,23,5,3,9,,9,,,,,5,BP=1
bayern,2019-07-23,0,GMS,Sat.1 Bayern,T,1003,17.07.–22.07.,37,7,22,5,3,9,,11,,,,,5,BP=1
bayern,2019-09-25,0,INSA,BILD,TOM,1034,16.09.–23.09.,36,9,22,5,3,11,,10,,,,,4,
bayern,2019-10-08,0,GMS,Sat.1 Bayern,T,1005,01.10.–07.10.,37,8,22,5,3,10,,11,,,,,3,BP=1
bayern,2020-01-03,0,GMS,Sat.1 Bayern,T,1004,27.12.–02.01.,38,8,20,6,4,10,,10,,,,,3,BP=1
bayern,2020-01-15,0,Infratest dimap,BR,T,1004,08.01.–13.01.,36,7,25,4,3,10,,10,,,,,5,
bayern,2020-02-25,0,GMS,Sat.1 Bayern,T,1006,17.02.–24.02.,38,9,20,3,4,11,,11,,,,,3,BP=1
bayern,2020-04-08,0,Infratest dimap,BR,T,1003,02.04.–06.04.,49,10,17,,3,6,,8,,,,,7,
bayern,2020-05-05,0,GMS,Sat.1 Bayern,T,1006,28.04.–04.05.,47,10,15,3,3,7,,9,,,,,5,BP=1
bayern,2020-05-27,0,Infratest dimap,BR,T,1000,20.05.–25.05.,48,9,19,3,3,5,,8,,,,,5,
bayern,2020-05-30,0,INSA,BILD,TOM,1014,19.05.–25.05.,46,10,17,4,3,7,,8,,,,,5,
bayern,2020-06-16,0,GMS,Sat.1 Bayern,T,1002,09.06.–16.06.,48,9,16,4,3,6,,8,,,,,5,BP=1
bayern,2020-07-22,0,Infratest dimap,BR,T,1003,15.07.–22.07.,49,7,20,3,3,7,,5,,,,,6,
